llm,topic,rarity,sentence,atomic_fact,human_label,method_a_pred,method_b_pred,method_c_pred,retrieved_evidence,method_a_confidence,method_b_confidence,method_c_confidence
InstructGPT,"Fernando (footballer, born 1984)",very rare,"Born on 4 May 1984 in Rio de Janeiro, Brazil, Fernando started his professional career with Vila Nova in 2003, before moving to FC Porto in 2006, where he won the UEFA Cup and five Primeira Liga titles.",Fernando won the UEFA Cup.,0,,,,,,,
InstructGPT,"Fernando (footballer, born 1984)",very rare,He also had loan spells with Estrela da Amadora and FC Luch-Energiya Vladivostok.,He had loan spells with Estrela da Amadora.,0,,,,,,,
InstructGPT,"Fernando (footballer, born 1984)",very rare,He also had loan spells with Estrela da Amadora and FC Luch-Energiya Vladivostok.,He had loan spells with FC Luch-Energiya Vladivostok.,0,,,,,,,
InstructGPT,"Fernando (footballer, born 1984)",very rare,"In 2014, Fernando joined Turkish club Galatasaray and won two Super Lig titles and one Turkish Cup before transferring to Manchester City in 2014.",Fernando joined Galatasaray.,0,,,,,,,
InstructGPT,"Fernando (footballer, born 1984)",very rare,"In 2014, Fernando joined Turkish club Galatasaray and won two Super Lig titles and one Turkish Cup before transferring to Manchester City in 2014.",Fernando won two Super Lig titles.,0,,,,,,,
InstructGPT,"Fernando (footballer, born 1984)",very rare,"In 2014, Fernando joined Turkish club Galatasaray and won two Super Lig titles and one Turkish Cup before transferring to Manchester City in 2014.",Fernando won one Turkish Cup.,0,,,,,,,
InstructGPT,"Fernando (footballer, born 1984)",very rare,"In 2014, Fernando joined Turkish club Galatasaray and won two Super Lig titles and one Turkish Cup before transferring to Manchester City in 2014.",Fernando transferred to Manchester City.,0,,,,,,,
InstructGPT,"Fernando (footballer, born 1984)",very rare,"He has since won two Premier League titles and one League Cup with Manchester City, and was part of the team that won the 2020–21 UEFA Champions League.",Since his transfer to Manchester City he has won two Premier League titles.,0,,,,,,,
InstructGPT,"Fernando (footballer, born 1984)",very rare,"He has since won two Premier League titles and one League Cup with Manchester City, and was part of the team that won the 2020–21 UEFA Champions League.",Since his transfer to Manchester City he has won one League Cup.,0,,,,,,,
InstructGPT,"Fernando (footballer, born 1984)",very rare,"He has since won two Premier League titles and one League Cup with Manchester City, and was part of the team that won the 2020–21 UEFA Champions League.",He was part of the team that won the 2020–21 UEFA Champions League.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"Augusto Martínez Sánchez is a Spanish former professional football player who was born on February 6, 1974 in Madrid, Spain.",Augusto Martínez Sánchez is Spanish.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"Augusto Martínez Sánchez is a Spanish former professional football player who was born on February 6, 1974 in Madrid, Spain.",Augusto Martínez Sánchez is a former professional football player.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"Augusto Martínez Sánchez is a Spanish former professional football player who was born on February 6, 1974 in Madrid, Spain.","Augusto Martínez Sánchez was born on February 6, 1974.",0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"Augusto Martínez Sánchez is a Spanish former professional football player who was born on February 6, 1974 in Madrid, Spain.",Augusto Martínez Sánchez was born in Madrid.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He played as a midfielder for several teams in Spain's La Liga, including Real Madrid, Atlético Madrid, and Deportivo La Coruña.",He played as a midfielder.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He played as a midfielder for several teams in Spain's La Liga, including Real Madrid, Atlético Madrid, and Deportivo La Coruña.",He played for several teams.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He played as a midfielder for several teams in Spain's La Liga, including Real Madrid, Atlético Madrid, and Deportivo La Coruña.",He played for teams in Spain's La Liga.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He played as a midfielder for several teams in Spain's La Liga, including Real Madrid, Atlético Madrid, and Deportivo La Coruña.",He played for Real Madrid.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He played as a midfielder for several teams in Spain's La Liga, including Real Madrid, Atlético Madrid, and Deportivo La Coruña.",Real Madrid is in Spain's La Liga.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He played as a midfielder for several teams in Spain's La Liga, including Real Madrid, Atlético Madrid, and Deportivo La Coruña.",He played for Atlético Madrid.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He played as a midfielder for several teams in Spain's La Liga, including Real Madrid, Atlético Madrid, and Deportivo La Coruña.",Atlético Madrid is in Spain's La Liga.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He played as a midfielder for several teams in Spain's La Liga, including Real Madrid, Atlético Madrid, and Deportivo La Coruña.",He played for Deportivo La Coruña.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He played as a midfielder for several teams in Spain's La Liga, including Real Madrid, Atlético Madrid, and Deportivo La Coruña.",Deportivo La Coruña is in Spain's La Liga.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,He also made two appearances for the Spanish national team.,He made two appearances for the Spanish national team.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"Martínez Sánchez began his professional career in 1992 with Real Madrid, where he played until 1997 before moving on to Atlético Madrid.",Martínez Sánchez began his professional career in 1992.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"Martínez Sánchez began his professional career in 1992 with Real Madrid, where he played until 1997 before moving on to Atlético Madrid.",Martínez Sánchez began his professional career with Real Madrid.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"Martínez Sánchez began his professional career in 1992 with Real Madrid, where he played until 1997 before moving on to Atlético Madrid.",Martínez Sánchez played with Real Madrid until 1997.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"Martínez Sánchez began his professional career in 1992 with Real Madrid, where he played until 1997 before moving on to Atlético Madrid.",Martínez Sánchez moved on to Atlético Madrid.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He then moved to Deportivo La Coruña in 1998 and spent four seasons there before moving to Mallorca, where he played until his retirement in 2005.",He moved to Deportivo La Coruña.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He then moved to Deportivo La Coruña in 1998 and spent four seasons there before moving to Mallorca, where he played until his retirement in 2005.",He moved in 1998.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He then moved to Deportivo La Coruña in 1998 and spent four seasons there before moving to Mallorca, where he played until his retirement in 2005.",He spent four seasons at Deportivo La Coruña.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He then moved to Deportivo La Coruña in 1998 and spent four seasons there before moving to Mallorca, where he played until his retirement in 2005.",He moved to Mallorca.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He then moved to Deportivo La Coruña in 1998 and spent four seasons there before moving to Mallorca, where he played until his retirement in 2005.",He played at Mallorca until his retirement.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He then moved to Deportivo La Coruña in 1998 and spent four seasons there before moving to Mallorca, where he played until his retirement in 2005.",He retired in 2005.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,Martínez Sánchez was known for his hardworking style and his midfield leadership.,Martínez Sánchez was known for his hardworking style.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,Martínez Sánchez was known for his hardworking style and his midfield leadership.,Martínez Sánchez was known for his midfield leadership.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He was a vital part of Deportivo La Coruña's 2004-05 UEFA Champions League run, and he was also part of the Spanish national team during the 1998 World Cup.",He was a vital part of Deportivo La Coruña's UEFA Champions League run.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He was a vital part of Deportivo La Coruña's 2004-05 UEFA Champions League run, and he was also part of the Spanish national team during the 1998 World Cup.",Deportivo La Coruña's UEFA Champions League run was in 2004-05.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He was a vital part of Deportivo La Coruña's 2004-05 UEFA Champions League run, and he was also part of the Spanish national team during the 1998 World Cup.",He was part of the Spanish national team.,0,,,,,,,
InstructGPT,Augusto Martínez Sánchez,very rare,"He was a vital part of Deportivo La Coruña's 2004-05 UEFA Champions League run, and he was also part of the Spanish national team during the 1998 World Cup.",He was part of the Spanish team during the 1998 World Cup.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"Hesham Nazih is a Lebanese-born American entrepreneur, investor, and philanthropist.",Hesham Nazih is Lebanese-born.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"Hesham Nazih is a Lebanese-born American entrepreneur, investor, and philanthropist.",Hesham Nazih is American.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"Hesham Nazih is a Lebanese-born American entrepreneur, investor, and philanthropist.",Hesham Nazih is an entrepreneur.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"Hesham Nazih is a Lebanese-born American entrepreneur, investor, and philanthropist.",Hesham Nazih is an investor.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"Hesham Nazih is a Lebanese-born American entrepreneur, investor, and philanthropist.",Hesham Nazih is a philanthropist.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"He is the founder and CEO of Nazih Group, a private equity and real estate investment firm.",He is the founder of Nazih Group.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"He is the founder and CEO of Nazih Group, a private equity and real estate investment firm.",He is the CEO of Nazih Group .,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"He is also the founder and chairman of the Nazih Foundation, a non-profit organization dedicated to providing funding for education, healthcare, and economic development in the Middle East.",He is the chairman of the Nazih Foundation.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"He is also the founder and chairman of the Nazih Foundation, a non-profit organization dedicated to providing funding for education, healthcare, and economic development in the Middle East.",He is the founder of the Nazih Foundation.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,He is a graduate of the American University of Beirut and Harvard Business School.,He is a graduate of the American University of Beirut.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,He is a graduate of the American University of Beirut and Harvard Business School.,He is a graduate of Harvard Business School.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"He is an active investor in numerous companies in the Middle East, Africa, and Europe, and has served on the boards of several companies and foundations.",He is an active investor.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"He is an active investor in numerous companies in the Middle East, Africa, and Europe, and has served on the boards of several companies and foundations.",He has served on the boards of several companies.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,"He is an active investor in numerous companies in the Middle East, Africa, and Europe, and has served on the boards of several companies and foundations.",He has served on the boards of several foundations.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,He has been recognized for his philanthropic work and has been featured in publications such as the Wall Street Journal and Forbes.,He has been recognized for his philanthropic work.,0,,,,,,,
InstructGPT,Hesham Nazih,very rare,He has been recognized for his philanthropic work and has been featured in publications such as the Wall Street Journal and Forbes.,He has been featured in publications.,0,,,,,,,
InstructGPT,Desmond Luke,very rare,"Desmond Luke is an Australian actor, writer and director.",Desmond Luke is an Australian.,0,,,,,,,
InstructGPT,Desmond Luke,very rare,"Desmond Luke is an Australian actor, writer and director.",Desmond Luke is an actor.,0,,,,,,,
InstructGPT,Desmond Luke,very rare,"Desmond Luke is an Australian actor, writer and director.",Desmond Luke is a writer.,0,,,,,,,
InstructGPT,Desmond Luke,very rare,"Desmond Luke is an Australian actor, writer and director.",Desmond Luke is a director.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,"Luis Guillermo Rivera is a Guatemalan-born American businessman, diplomat, and philanthropist.",Luis Guillermo Rivera is a businessman.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,"Luis Guillermo Rivera is a Guatemalan-born American businessman, diplomat, and philanthropist.",Luis Guillermo Rivera is a diplomat.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,"Luis Guillermo Rivera is a Guatemalan-born American businessman, diplomat, and philanthropist.",Luis Guillermo Rivera is a philanthropist.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,"Luis Guillermo Rivera is a Guatemalan-born American businessman, diplomat, and philanthropist.",Luis Guillermo Rivera is Guatemalan-born.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,"Luis Guillermo Rivera is a Guatemalan-born American businessman, diplomat, and philanthropist.",Luis Guillermo Rivera is American.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,He is the current Ambassador of the United States to Guatemala and a former partner at the international law firm Patton Boggs LLP.,He is an Ambassador of the United States.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,He is the current Ambassador of the United States to Guatemala and a former partner at the international law firm Patton Boggs LLP.,He is the Ambassador to Guatemala.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,He is the current Ambassador of the United States to Guatemala and a former partner at the international law firm Patton Boggs LLP.,He is a former partner at an international law firm.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,He is the son of former Guatemalan President Óscar Humberto Mejía Víctores and the brother of former Guatemalan Vice President Óscar Samuel Mejía Víctores.,He is the son of Óscar Humberto Mejía Víctores.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,He is the son of former Guatemalan President Óscar Humberto Mejía Víctores and the brother of former Guatemalan Vice President Óscar Samuel Mejía Víctores.,Óscar Humberto Mejía Víctores is the former President of Guatemala.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,He is the son of former Guatemalan President Óscar Humberto Mejía Víctores and the brother of former Guatemalan Vice President Óscar Samuel Mejía Víctores.,He is the brother of Óscar Samuel Mejía Víctores.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,He is the son of former Guatemalan President Óscar Humberto Mejía Víctores and the brother of former Guatemalan Vice President Óscar Samuel Mejía Víctores.,Óscar Samuel Mejía Víctores is the former Vice President of Guatemala.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,"He is a graduate of the University of San Carlos in Guatemala, and of Georgetown University Law Center in Washington, DC.",He is a graduate.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,"He has served on the board of directors of various organizations, including the Inter-American Foundation and the American Bar Association’s Center for Human Rights.",He has served on the board of directors of various organizations.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,He is a member of the Council on Foreign Relations and the Inter-American Dialogue.,He is a member of the Council on Foreign Relations.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,He is a member of the Council on Foreign Relations and the Inter-American Dialogue.,He is a member of the Inter-American Dialogue.,0,,,,,,,
InstructGPT,Luis Guillermo Rivera,very rare,He was appointed Ambassador to Guatemala in January 2014.,He was appointed Ambassador to Guatemala.,0,,,,,,,
InstructGPT,Song Kang,very rare,"Song Kang is a South Korean actor, born on April 23, 1994.",Song Kang is South Korean.,1,,,,,,,
InstructGPT,Song Kang,very rare,"Song Kang is a South Korean actor, born on April 23, 1994.",Song Kang is an actor.,1,,,,,,,
InstructGPT,Song Kang,very rare,"Song Kang is a South Korean actor, born on April 23, 1994.","Song Kang was born on April 23, 1994.",1,,,,,,,
InstructGPT,Song Kang,very rare,"He is best known for his lead role in the Netflix series Love Alarm, and his appearances in the television dramas The Liar and His Lover and When the Devil Calls Your Name.",He is best known for his lead role in Love Alarm.,1,,,,,,,
InstructGPT,Song Kang,very rare,"He is best known for his lead role in the Netflix series Love Alarm, and his appearances in the television dramas The Liar and His Lover and When the Devil Calls Your Name.",Love Alarm is a series.,1,,,,,,,
InstructGPT,Song Kang,very rare,"He is best known for his lead role in the Netflix series Love Alarm, and his appearances in the television dramas The Liar and His Lover and When the Devil Calls Your Name.",Love Alarm is on Netflix.,1,,,,,,,
InstructGPT,Song Kang,very rare,"He is best known for his lead role in the Netflix series Love Alarm, and his appearances in the television dramas The Liar and His Lover and When the Devil Calls Your Name.",He is best known for his appearances in television dramas.,1,,,,,,,
InstructGPT,Song Kang,very rare,"He is best known for his lead role in the Netflix series Love Alarm, and his appearances in the television dramas The Liar and His Lover and When the Devil Calls Your Name.",He is best known for his appearance in The Liar and His Lover.,1,,,,,,,
InstructGPT,Song Kang,very rare,"He is best known for his lead role in the Netflix series Love Alarm, and his appearances in the television dramas The Liar and His Lover and When the Devil Calls Your Name.",The Liar and His Lover is a television drama.,0,,,,,,,
InstructGPT,Song Kang,very rare,"He is best known for his lead role in the Netflix series Love Alarm, and his appearances in the television dramas The Liar and His Lover and When the Devil Calls Your Name.",He is best known for his appearance in When the Devil Calls Your Name.,1,,,,,,,
InstructGPT,Song Kang,very rare,"He is best known for his lead role in the Netflix series Love Alarm, and his appearances in the television dramas The Liar and His Lover and When the Devil Calls Your Name.",When the Devil Calls Your Name is a television drama.,0,,,,,,,
InstructGPT,Song Kang,very rare,"He has also appeared in several films and web dramas, including My First First Love and Sweet Home.",He has appeared in several films.,0,,,,,,,
InstructGPT,Song Kang,very rare,"He has also appeared in several films and web dramas, including My First First Love and Sweet Home.",He has appeared in several web dramas.,1,,,,,,,
InstructGPT,Song Kang,very rare,"He has also appeared in several films and web dramas, including My First First Love and Sweet Home.",He has appeared in My First First Love.,0,,,,,,,
InstructGPT,Song Kang,very rare,"He has also appeared in several films and web dramas, including My First First Love and Sweet Home.",He has appeared in Sweet Home.,1,,,,,,,
InstructGPT,Song Kang,very rare,"He has received multiple awards for his acting, including the New Star Award at the 2019 SBS Drama Awards and the Best New Actor Award at the 2019 MBC Plus X Genie Music Awards.",He has received multiple awards for his acting.,1,,,,,,,
InstructGPT,Song Kang,very rare,"He has received multiple awards for his acting, including the New Star Award at the 2019 SBS Drama Awards and the Best New Actor Award at the 2019 MBC Plus X Genie Music Awards.",He received the New Star Award at the 2019 SBS Drama Awards.,0,,,,,,,
InstructGPT,Song Kang,very rare,"He has received multiple awards for his acting, including the New Star Award at the 2019 SBS Drama Awards and the Best New Actor Award at the 2019 MBC Plus X Genie Music Awards.",He received the Best New Actor Award at the 2019 MBC Plus X Genie Music Awards.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,Thomas Houghton is a professional rugby league player from Australia.,Thomas Houghton is a professional rugby league player.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,Thomas Houghton is a professional rugby league player from Australia.,Thomas Houghton is from Australia.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,He currently plays for the Canterbury-Bankstown Bulldogs in the National Rugby League.,He currently plays for the Canterbury-Bankstown Bulldogs.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,He currently plays for the Canterbury-Bankstown Bulldogs in the National Rugby League.,Canterbury-Bankstown Bulldogs is in the National Rugby League.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,He is a fullback and has been a part of the team since 2017.,He is a fullback.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,He is a fullback and has been a part of the team since 2017.,He has been a part of the team since 2017.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,"He has represented the Australian Schoolboys rugby league team, New South Wales Country under 18s and the Australia Schoolboys under 18s.",He has represented the Australian Schoolboys rugby league team.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,"He has represented the Australian Schoolboys rugby league team, New South Wales Country under 18s and the Australia Schoolboys under 18s.",He has represented New South Wales Country under 18s.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,"He has represented the Australian Schoolboys rugby league team, New South Wales Country under 18s and the Australia Schoolboys under 18s.",He has represented the Australia Schoolboys under 18s.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,He is known for his speed and agility.,He is known for his speed.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,He is known for his speed and agility.,He is known for his agility.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,He has a passion for the game of rugby league and is a hard worker on and off the field.,He has a passion for the game of rugby league.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,He has a passion for the game of rugby league and is a hard worker on and off the field.,He is a hard worker on the field.,0,,,,,,,
InstructGPT,Thomas Houghton (rugby league),very rare,He has a passion for the game of rugby league and is a hard worker on and off the field.,He is a hard worker off the field.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"Katsunosuke Hori (1880–1954) was a Japanese actor, known for his roles in the silent films of the early 20th century.",Katsunosuke Hori was born in 1880.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"Katsunosuke Hori (1880–1954) was a Japanese actor, known for his roles in the silent films of the early 20th century.",Katsunosuke Hori died in 1954.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"Katsunosuke Hori (1880–1954) was a Japanese actor, known for his roles in the silent films of the early 20th century.",Katsunosuke Hori was Japanese.,1,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"Katsunosuke Hori (1880–1954) was a Japanese actor, known for his roles in the silent films of the early 20th century.",Katsunosuke Hori was an actor.,1,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"Katsunosuke Hori (1880–1954) was a Japanese actor, known for his roles in the silent films of the early 20th century.",Katsunosuke Hori was known for his roles in silent films.  - The silent films were made in the early 20th century.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"He was born in Osaka, Japan, and began his career as a stage actor in 1899.",He was born in Osaka.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"He was born in Osaka, Japan, and began his career as a stage actor in 1899.",He began his career as a stage actor.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"He was born in Osaka, Japan, and began his career as a stage actor in 1899.",He began his career in 1899.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,He joined the Nikkatsu studio in 1910 and quickly rose to fame with his performance in the 1912 film The Loyal 47 Ronin.,He joined the Nikkatsu studio in 1910.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,He joined the Nikkatsu studio in 1910 and quickly rose to fame with his performance in the 1912 film The Loyal 47 Ronin.,He rose to fame with a performance.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"He went on to star in over 100 films, including some of the most successful Japanese silent films of the time such as The Life of an Actor (1917), and A Page of Madness (1926).",He went on to star in over 100 films.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"He went on to star in over 100 films, including some of the most successful Japanese silent films of the time such as The Life of an Actor (1917), and A Page of Madness (1926).",He went on to star in some of the most successful Japanese silent films of the time.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"He went on to star in over 100 films, including some of the most successful Japanese silent films of the time such as The Life of an Actor (1917), and A Page of Madness (1926).",He starred in The Life of an Actor.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"He went on to star in over 100 films, including some of the most successful Japanese silent films of the time such as The Life of an Actor (1917), and A Page of Madness (1926).",He starred in A Page of Madness.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,He also appeared in several sound films in the 1930s.,He appeared in several sound films.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"He retired in 1940, after a long and successful career as one of Japan's most beloved actors.",He retired in 1940.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"He retired in 1940, after a long and successful career as one of Japan's most beloved actors.",He had a long career.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"He retired in 1940, after a long and successful career as one of Japan's most beloved actors.",He had a successful career.,0,,,,,,,
InstructGPT,Katsunosuke Hori,very rare,"He retired in 1940, after a long and successful career as one of Japan's most beloved actors.",He was one of Japan's most beloved actors.,0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,Rin Iwanaga is a Japanese singer and songwriter.,Rin Iwanaga is Japanese.,1,,,,,,,
InstructGPT,Rin Iwanaga,very rare,Rin Iwanaga is a Japanese singer and songwriter.,Rin Iwanaga is a singer.,0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,Rin Iwanaga is a Japanese singer and songwriter.,Rin Iwanaga is a songwriter.,0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"She debuted in 2014 with her first single ""Hikari no Kiseki"".",She debuted in 2014.,0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"She debuted in 2014 with her first single ""Hikari no Kiseki"".",She debuted with a single.,0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"Since then, she has released several songs and albums, including ""Kimi to no Mirai"" and ""Utsukushii Hibi"".","Since then, she has released several songs.",0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"Since then, she has released several songs and albums, including ""Kimi to no Mirai"" and ""Utsukushii Hibi"".","Since then, she has released several albums.",0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"Since then, she has released several songs and albums, including ""Kimi to no Mirai"" and ""Utsukushii Hibi"".","Since then, she has released ""Kimi to no Mirai"".",0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"Since then, she has released several songs and albums, including ""Kimi to no Mirai"" and ""Utsukushii Hibi"".","Since then, she has released ""Utsukushii Hibi"".",0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"She has performed at various music festivals and events, and her music has been featured in several anime and video game soundtracks.",She has performed at various music festivals.,0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"She has performed at various music festivals and events, and her music has been featured in several anime and video game soundtracks.",She has performed at various events.,0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"She has performed at various music festivals and events, and her music has been featured in several anime and video game soundtracks.",Her music has been featured in several anime soundtracks.,0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"She has performed at various music festivals and events, and her music has been featured in several anime and video game soundtracks.",Her music has been featured in several video game soundtracks.,0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"She currently performs with her band, the Rin Iwanaga Band.",She currently performs.,0,,,,,,,
InstructGPT,Rin Iwanaga,very rare,"She currently performs with her band, the Rin Iwanaga Band.",She performs with her band.,0,,,,,,,
InstructGPT,Lily Branscombe,very rare,Lily Branscombe is a successful artist and entrepreneur from Australia.,Lily Branscombe is an artist.,1,,,,,,,
InstructGPT,Lily Branscombe,very rare,Lily Branscombe is a successful artist and entrepreneur from Australia.,Lily Branscombe is an entrepreneur.,0,,,,,,,
InstructGPT,Lily Branscombe,very rare,Lily Branscombe is a successful artist and entrepreneur from Australia.,Lily Branscombe is successful.,0,,,,,,,
InstructGPT,Lily Branscombe,very rare,Lily Branscombe is a successful artist and entrepreneur from Australia.,Lily Branscombe is from Australia.,0,,,,,,,
InstructGPT,Lily Branscombe,very rare,"She is the founder of the online art gallery, Artista, which showcases contemporary art from around the world.",She is the founder of an online art gallery.,0,,,,,,,
InstructGPT,Lily Branscombe,very rare,"She is the founder of the online art gallery, Artista, which showcases contemporary art from around the world.",The art gallery is called Artista.,0,,,,,,,
InstructGPT,Lily Branscombe,very rare,"She is the founder of the online art gallery, Artista, which showcases contemporary art from around the world.",Artista showcases contemporary art.,0,,,,,,,
InstructGPT,Lily Branscombe,very rare,"She is the founder of the online art gallery, Artista, which showcases contemporary art from around the world.",Artista showcases art from around the world.,0,,,,,,,
InstructGPT,Lily Branscombe,very rare,"She has exhibited her own artwork in numerous galleries and art fairs across Australia, Europe and North America.",She has exhibited her own artwork.,0,,,,,,,
InstructGPT,Lily Branscombe,very rare,"She has exhibited her own artwork in numerous galleries and art fairs across Australia, Europe and North America.",She has exhibited artwork in numerous galleries.,0,,,,,,,
InstructGPT,Lily Branscombe,very rare,"She has exhibited her own artwork in numerous galleries and art fairs across Australia, Europe and North America.",She has exhibited artwork at numerous art fairs.,0,,,,,,,
InstructGPT,Lily Branscombe,very rare,"She has exhibited her own artwork in numerous galleries and art fairs across Australia, Europe and North America.",She has exhibited in galleries across Australia.,0,,,,,,,
